fecha_carga,comprobantes,monto,clae,clae6_desc,edicion,clae2,clae2_desc,clae3,clae3_desc,letra,letra_desc
2020-12-28,15,451419.81,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 1,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-28,4,111580,561011,Servicios de restaurantes y cantinas sin espectáculo,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-28,5,106490,561019,Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-28,99,2001465.08,771110,Alquiler de automóviles sin conductor,previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-28,5,71228.88,771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-28,11,155640,772099,Alquiler de efectos personales y enseres domésticos n.c.p. (Incluye alquiler de artículos deportivos),previaje 1,77,Alquiler y leasing,772,Alquiler de efectos personales y enseres domésticos,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-28,3432,168378075.43,791100,Servicios minoristas de agencias de viajes,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-28,8,118600,791901,Servicios de turismo aventura,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-28,35,445947.43,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-28,54,1838412.84,900011,Producción de espectáculos teatrales y musicales,previaje 1,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-28,4,24496,910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales",previaje 1,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-28,5,50250,931042,"Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas (Incluye la actividad realizada por entrenadores, instructores, jueces árbitros, cronometradores, etc.)",previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",931,Servicios para la práctica deportiva,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-28,21,287800,939090,Servicios de entretenimiento n.c.p.,previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-29,3,23570,110212,Elaboración de vinos (Incluye el fraccionamiento),previaje 1,11,Elaboración de bebidas,110,Elaboración de bebidas,C,INDUSTRIA MANUFACTURERA
2020-12-29,26,262570,491120,Servicio de transporte ferroviario interurbano de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,491,Servicio de transporte ferroviario,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,116,460292.4,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,13,337643,492160,Servicio de transporte automotor interurbano no regular de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,53,1289910.76,492180,Servicio de transporte automotor turístico de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,11,157746,492190,Servicio de transporte automotor de pasajeros n.c.p.,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,6,77655,501100,Servicio de transporte marítimo de pasajeros,previaje 1,50,Transporte marítimo y pluvial,501,Servicio de transporte marítimo,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,6,64423,502101,Servicio de transporte fluvial y lacustre de pasajeros,previaje 1,50,Transporte marítimo y pluvial,502,Servicio de transporte fluvial y lacustre,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,1366,21393271.78,511000,Servicio de transporte aéreo de pasajeros,previaje 1,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-29,692,30035668.93,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-29,644,24002744.19,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-29,262,9051369.61,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-29,25,902024,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 1,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-29,3,8000,561019,Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-29,140,2898527.06,771110,Alquiler de automóviles sin conductor,previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-29,5,69373.75,771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-29,11,177430.34,771290,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-29,21,256281,772099,Alquiler de efectos personales y enseres domésticos n.c.p. (Incluye alquiler de artículos deportivos),previaje 1,77,Alquiler y leasing,772,Alquiler de efectos personales y enseres domésticos,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-29,3986,196779257.28,791100,Servicios minoristas de agencias de viajes,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-29,22,206181.5,791901,Servicios de turismo aventura,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-29,71,749545.15,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-29,63,1905885,900011,Producción de espectáculos teatrales y musicales,previaje 1,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-29,4,40800,910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales",previaje 1,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-29,6,51438,931042,"Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas (Incluye la actividad realizada por entrenadores, instructores, jueces árbitros, cronometradores, etc.)",previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",931,Servicios para la práctica deportiva,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-29,10,187500,939090,Servicios de entretenimiento n.c.p.,previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-30,14,158020,491120,Servicio de transporte ferroviario interurbano de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,491,Servicio de transporte ferroviario,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,146,615731.8,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,24,615375.4,492160,Servicio de transporte automotor interurbano no regular de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,148,2133252.68,492180,Servicio de transporte automotor turístico de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,24,184900.5,492190,Servicio de transporte automotor de pasajeros n.c.p.,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,10,81250,501100,Servicio de transporte marítimo de pasajeros,previaje 1,50,Transporte marítimo y pluvial,501,Servicio de transporte marítimo,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,7,68376,502101,Servicio de transporte fluvial y lacustre de pasajeros,previaje 1,50,Transporte marítimo y pluvial,502,Servicio de transporte fluvial y lacustre,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,2129,35756737.86,511000,Servicio de transporte aéreo de pasajeros,previaje 1,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-30,1102,47610325.43,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-30,1080,44993841.37,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-30,352,11900901.47,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-30,19,466057.2,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 1,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-30,5,32470,561011,Servicios de restaurantes y cantinas sin espectáculo,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-30,4,80000,561012,Servicios de restaurantes y cantinas con espectáculo,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-30,4,76785,561019,Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-30,212,4191173.9,771110,Alquiler de automóviles sin conductor,previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,13,172830,771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,3,39225,771210,"Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,8,128102.7,771290,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,7,67188,772099,Alquiler de efectos personales y enseres domésticos n.c.p. (Incluye alquiler de artículos deportivos),previaje 1,77,Alquiler y leasing,772,Alquiler de efectos personales y enseres domésticos,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,6975,374044610.87,791100,Servicios minoristas de agencias de viajes,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,27,371650,791901,Servicios de turismo aventura,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,100,1295409.4,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-30,87,2587658,900011,Producción de espectáculos teatrales y musicales,previaje 1,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-30,10,43974,910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales",previaje 1,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-30,14,168184,931042,"Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas (Incluye la actividad realizada por entrenadores, instructores, jueces árbitros, cronometradores, etc.)",previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",931,Servicios para la práctica deportiva,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-30,24,300760,939090,Servicios de entretenimiento n.c.p.,previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-31,4,33055,107301,Elaboración de cacao y chocolate,previaje 1,10,Elaboración de productos alimenticios,107,Elaboración de productos alimenticios ncp,C,INDUSTRIA MANUFACTURERA
2020-12-31,9,76800,491120,Servicio de transporte ferroviario interurbano de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,491,Servicio de transporte ferroviario,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,229,897981.84,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,11,191820,492160,Servicio de transporte automotor interurbano no regular de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,102,1565888.86,492180,Servicio de transporte automotor turístico de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,15,140167.8,492190,Servicio de transporte automotor de pasajeros n.c.p.,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,7,56850,501100,Servicio de transporte marítimo de pasajeros,previaje 1,50,Transporte marítimo y pluvial,501,Servicio de transporte marítimo,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,6,83028,502101,Servicio de transporte fluvial y lacustre de pasajeros,previaje 1,50,Transporte marítimo y pluvial,502,Servicio de transporte fluvial y lacustre,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,2523,40412195.96,511000,Servicio de transporte aéreo de pasajeros,previaje 1,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2020-12-31,1074,45716358.19,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-31,898,30620572.77,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-31,364,12840131.11,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-31,14,445291,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 1,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-31,7,62470,561011,Servicios de restaurantes y cantinas sin espectáculo,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-31,4,67500,561012,Servicios de restaurantes y cantinas con espectáculo,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-31,7,29480,561019,Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.,previaje 1,56,Servicios de expendio de alimentos y bebidas,561,Servicios de expendio de comidas y bebidas,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2020-12-31,216,4467077.36,771110,Alquiler de automóviles sin conductor,previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,8,67160,771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,3,62364,771210,"Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,13,260814.75,771290,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)",previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,15,208244,772099,Alquiler de efectos personales y enseres domésticos n.c.p. (Incluye alquiler de artículos deportivos),previaje 1,77,Alquiler y leasing,772,Alquiler de efectos personales y enseres domésticos,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,5527,276840959.45,791100,Servicios minoristas de agencias de viajes,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,14,276950,791901,Servicios de turismo aventura,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,116,1996795.24,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2020-12-31,58,1604720.84,900011,Producción de espectáculos teatrales y musicales,previaje 1,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-31,13,49526,910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales",previaje 1,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-31,11,157800,931042,"Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas (Incluye la actividad realizada por entrenadores, instructores, jueces árbitros, cronometradores, etc.)",previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",931,Servicios para la práctica deportiva,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2020-12-31,38,513400,939090,Servicios de entretenimiento n.c.p.,previaje 1,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-01-01,10,27562,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-01-01,6,80300.5,492180,Servicio de transporte automotor turístico de pasajeros,previaje 1,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-01-01,128,2036020.05,511000,Servicio de transporte aéreo de pasajeros,previaje 1,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-01-01,40,1473052.21,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-01-01,28,1560832.98,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-01-01,23,594844.8,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 1,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-01-01,5,97235.09,771110,Alquiler de automóviles sin conductor,previaje 1,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-01-01,308,13319804.5,791100,Servicios minoristas de agencias de viajes,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-01-01,5,55500,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 1,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-01-01,3,91925,900011,Producción de espectáculos teatrales y musicales,previaje 1,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
